OBJECTID,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,ARC_Addres,ARC_Addr_1,ARC_Addr_2,ARC_Neighb,ARC_City,ARC_Subreg,ARC_Region,ARC_Postal,ARC_Post_1,ARC_Countr,County_Num,County_Nam,ESC_Region,ESC_Regi_1,ESC_Regi_2,District_N,District_1,District_T,District_S,District_C,District_2,District_Z,District_3,District_4,District_5,District_6,District_P,District_F,District_E,District_W,District_7,District_8,School_Num,School_Nam,Instructio,Charter_Ty,School_Str,School_Cit,School_Sta,School_Zip,School_Sit,School_S_1,School_S_2,School_S_3,Zip_5,School_Pho,School_Fax,School_Ema,School_Web,School_Pri,Grade_Rang,School_Enr,School_S_4,School_S_5,Performanc,GlobalID,School_Type
4758,World,M,98.82,A,"1315 Dumble St, Houston, Texas, 77023","1315 Dumble St, Houston, TX, 77023, USA",1315 Dumble St,PointAddress, , ,"1315 Dumble St, Houston, Texas, 77023", , ,20, ,1315, , , , , , ,Dumble,St, , , , , , , , ,1315 Dumble St, , , , ,Houston, ,Harris County,Texas,TX, , ,77023,1902,USA,ENG,0,-95.3289859255,29.7358483727,-95.3279990402,29.7354710194,-95.3289990402,-95.3269990402,29.7344710194,29.7364710194, ,1315 DUMBLE, , , ,HOUSTON, ,TX,77023, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912301,EASTWOOD ACADEMY,REGULAR INSTRUCTIONAL, ,1315 DUMBLE,HOUSTON,TX,77023-1902,1315 DUMBLE,HOUSTON,TX,77023-1902,77023,(713) 924-1697,(713) 923-3157,BLIRA2@houstonisd.org,www.houstonisd.org,MS BRANDI M LIRA,'09-12,441,Active,32850,https://txschools.gov/schools/101912301/overview,fb822292-66cf-4415-b90b-5f9511e4026b,
4759,World,M,100,A,"8001 Fulton St, Houston, Texas, 77022","8001 Fulton St, Houston, TX, 77022, USA",8001 Fulton St,PointAddress, , ,"8001 Fulton St, Houston, Texas, 77022", , ,20, ,8001, , , , , , ,Fulton,St, , , , , , , , ,8001 Fulton St, , , , ,Houston, ,Harris County,Texas,TX, , ,77022,3102,USA,ENG,0,-95.3759419338,29.8342600045,-95.3768220336,29.8343149898,-95.3778220336,-95.3758220336,29.8333149898,29.8353149898, ,8001 FULTON ST BLDG C, , , ,HOUSTON, ,TX,77022, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912308,NORTH HOUSTON EARLY COLLEGE H S,REGULAR INSTRUCTIONAL, ,8001 FULTON ST BLDG C,HOUSTON,TX,77022-8501,8001 FULTON ST BLDG C,HOUSTON,TX,77022-8501,77022,(713) 696-6168,(713) 696-6172,SBROOKS3@houstonisd.org,www.houstonisd.org,MS SAMANATHA BROOKS,'09-12,489,Active,39686,https://txschools.gov/schools/101912308/overview,265b5836-5586-4a24-b590-412398c83e0b,
4760,World,M,98.82,A,"9400 Irvington Blvd, Houston, Texas, 77076","9400 Irvington Blvd, Houston, TX, 77076, USA",9400 Irvington Blvd,PointAddress, , ,"9400 Irvington Blvd, Houston, Texas, 77076", , ,20, ,9400, , , , , , ,Irvington,Blvd, , , , , , , , ,9400 Irvington Blvd, , , , ,Houston, ,Harris County,Texas,TX, , ,77076,5224,USA,ENG,0,-95.3622525257,29.847869533,-95.3612079729,29.8478520149,-95.3622079729,-95.3602079729,29.8468520149,29.8488520149, ,9400 IRVINGTON, , , ,HOUSTON, ,TX,77076, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912310,HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER,REGULAR INSTRUCTIONAL, ,9400 IRVINGTON,HOUSTON,TX,77076-5224,9400 IRVINGTON,HOUSTON,TX,77076-5224,77076,(713) 696-0200,(713) 696-8984,ASUMMERS@HOUSTONISD.ORG,www.houstonisd.org,MR ALAN L SUMMERS,'09-12,2654,Active,39686,https://txschools.gov/schools/101912310/overview,83ad6393-f64e-43ce-92eb-a4795f62c9c8,
4761,World,M,100,A,"7155 Ashburn St, Houston, Texas, 77061","7155 Ashburn St, Houston, TX, 77061, USA",7155 Ashburn St,PointAddress, , ,"7155 Ashburn St, Houston, Texas, 77061", , ,20, ,7155, , , , , , ,Ashburn,St, , , , , , , , ,7155 Ashburn St, , , , ,Houston, ,Harris County,Texas,TX, , ,77061,2611,USA,ENG,0,-95.3015575722,29.6604538242,-95.3017370288,29.6607989909,-95.3027370288,-95.3007370288,29.6597989909,29.6617989909, ,7155 ASHBURN ST, , , ,HOUSTON, ,TX,77061, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912311,MOUNT CARMEL ACADEMY,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,7155 ASHBURN ST,HOUSTON,TX,77061-2611,7155 ASHBURN ST,HOUSTON,TX,77061-2611,77061,(713) 643-2008,(713) 645-0078,ABONNER@houstonisd.org,www.houstonisd.org,MS ANDREA BONNER,'09-12,286,Active,39686,https://txschools.gov/schools/101912311/overview,e1bc3e46-3fe4-4532-87fb-9c6b8e8e55bc,
4762,World,M,98.82,A,"2525 Murworth Dr, Houston, Texas, 77054","2525 Murworth Dr, Houston, TX, 77054, USA",2525 Murworth Dr,PointAddress, , ,"2525 Murworth Dr, Houston, Texas, 77054", , ,20, ,2525, , , , , , ,Murworth,Dr, , , , , , , , ,2525 Murworth Dr, , , , ,Houston, ,Harris County,Texas,TX, , ,77054,1622,USA,ENG,0,-95.4173888524,29.6851712604,-95.4174290017,29.6843810145,-95.4184290017,-95.4164290017,29.6833810145,29.6853810145, ,2525 MURWORTH, , , ,HOUSTON, ,TX,77054, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912320,HARRIS CO J J A E P,JJAEP INSTRUCTIONAL, ,2525 MURWORTH,HOUSTON,TX,77054-1603,2525 MURWORTH,HOUSTON,TX,77054-1603,77054,(713) 556-7140,(713) 556-7282,lgavito@houstonisd.org,www.houstonisd.org,MR LUIS C GAVITO,'04-12,0,Active,35978,https://txschools.gov/schools/101912320/overview,2de61e80-fc6e-4a47-af12-26b6406a8385,
4763,World,M,100,A,"7055 Beechnut St, Houston, Texas, 77074","7055 Beechnut St, Houston, TX, 77074, USA",7055 Beechnut St,PointAddress, , ,"7055 Beechnut St, Houston, Texas, 77074", , ,20, ,7055, , , , , , ,Beechnut,St, , , , , , , , ,7055 Beechnut St, , , , ,Houston, ,Harris County,Texas,TX, , ,77074,6003,USA,ENG,0,-95.5074991731,29.6918721728,-95.5075949782,29.6911820069,-95.5085949782,-95.5065949782,29.6901820069,29.6921820069, ,7055 BEECHNUT ST, , , ,HOUSTON, ,TX,77074, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912321,ENERGIZED FOR STEM ACADEMY H S,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,7055 BEECHNUT ST,HOUSTON,TX,77074-3905,7055 BEECHNUT ST,HOUSTON,TX,77074-8501,77074,(713) 394-3550,(713) 000-0000,SCLARK7@houstonisd.org,www.houstonisd.org,MS SHAVON CLARK,'09-12,611,Active,39686,https://txschools.gov/schools/101912321/overview,10961afb-17d7-44a7-86ff-76572729538e,
4764,World,M,98.82,A,"1501 Taft St, Houston, Texas, 77019","1501 Taft St, Houston, TX, 77019, USA",1501 Taft St,PointAddress, , ,"1501 Taft St, Houston, Texas, 77019", , ,20, ,1501, , , , , , ,Taft,St, , , , , , , , ,1501 Taft St, , , , ,Houston, ,Harris County,Texas,TX, , ,77019,4507,USA,ENG,0,-95.3856748321,29.7540884417,-95.3843629804,29.7540379827,-95.3853629804,-95.3833629804,29.7530379827,29.7550379827, ,1501 TAFT, , , ,HOUSTON, ,TX,77019, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912322,CARNEGIE VANGUARD H S,REGULAR INSTRUCTIONAL, ,1501 TAFT,HOUSTON,TX,77019-4507,1501 TAFT,HOUSTON,TX,77019-4507,77019,(713) 732-3690,(713) 732-3694,rmoss@houstonisd.org,www.houstonisd.org,MR RAMON MOSS,'09-12,925,Active,37389,https://txschools.gov/schools/101912322/overview,db866d89-067d-4200-80d0-b34f7a407e84,
4765,World,M,98.85,A,"5601 W Loop Fwy S, Houston, Texas, 77081","5601 W Loop Fwy S, Houston, TX, 77081, USA",5601 W Loop Fwy S,StreetAddress, , ,"5601 W Loop Fwy S, Houston, Texas, 77081", , ,20, ,5601,5631,5571,5571-5631,R,W, ,Loop,Fwy,S, , , , , , , ,5601 W Loop Fwy S, , ,Greenway/Upper Kirby, ,Houston,Houston-Galveston Metro Area,Harris County,Texas,TX, , ,77081,2221,USA,ENG,0,-95.4597139341,29.7209500427,-95.4597139341,29.7209500427,-95.4607139341,-95.4587139341,29.7199500427,29.7219500427, ,5601 W LOOP S, , , ,HOUSTON, ,TX,77081, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912323,CHALLENGE EARLY COLLEGE H S,REGULAR INSTRUCTIONAL, ,5601 W LOOP S,HOUSTON,TX,77081,5601 W LOOP S,HOUSTON,TX,77081-2221,77081,(713) 664-9712,(713) 664-9780,TMILLER@houstonisd.org,www.houstonisd.org,MS TONYA MILLER,'09-12,486,Active,37824,https://txschools.gov/schools/101912323/overview,760bb9da-26fe-4960-8a34-bfe57727a240,
4766,World,M,100,A,"5407 Gulfton St, Houston, Texas, 77081","5407 Gulfton St, Houston, TX, 77081, USA",5407 Gulfton St,PointAddress, , ,"5407 Gulfton St, Houston, Texas, 77081", , ,20, ,5407, , , , , , ,Gulfton,St, , , , , , , , ,5407 Gulfton St, , , , ,Houston, ,Harris County,Texas,TX, , ,77081,2803,USA,ENG,0,-95.4746444595,29.7164179477,-95.4746369996,29.7160959988,-95.4756369996,-95.4736369996,29.7150959988,29.7170959988, ,5407 GULFTON ST, , , ,HOUSTON, ,TX,77081, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912324,LIBERTY H S,ALTERNATIVE INSTRUCTIONAL, ,5407 GULFTON ST,HOUSTON,TX,77081,5407 GULFTON ST,HOUSTON,TX,77081,77081,(713) 458-5555,(713) 458-5567,mrivas@houstonisd.org,www.houstonisd.org,MR MONICO RIVAS,'11-12,294,Active,38362,https://txschools.gov/schools/101912324/overview,01ead283-9b6f-4d4f-a22d-024275dddf25,
4767,World,M,98.82,A,"4601 Glenmont St, Bellaire, Texas, 77401","4601 Glenmont St, Bellaire, TX, 77401, USA",4601 Glenmont St,PointAddress, , ,"4601 Glenmont St, Bellaire, Texas, 77401", , ,20, ,4601, , , , , , ,Glenmont,St, , , , , , , , ,4601 Glenmont St, , , , ,Bellaire, ,Harris County,Texas,TX, , ,77401,2328,USA,ENG,0,-95.4577088242,29.7203156584,-95.457694994,29.7193840098,-95.458694994,-95.456694994,29.7183840098,29.7203840098, ,4601 GLENMONT, , , ,BELLAIRE, ,TX,77401, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912337,PIN OAK MIDDLE,REGULAR INSTRUCTIONAL, ,4601 GLENMONT,BELLAIRE,TX,77401-2328,4601 GLENMONT,BELLAIRE,TX,77401-2328,77401,(713) 295-6500,(713) 295-6511,Lindsey.Vela@houstonisd.org,www.houstonisd.org,LINSEY VELA,'06-08,1272,Active, ,https://txschools.gov/schools/101912337/overview,5d08ca93-0f24-49dd-8981-fa758697c277,
4768,World,M,100,A,"6767 Telephone Rd, Houston, Texas, 77061","6767 Telephone Rd, Houston, TX, 77061, USA",6767 Telephone Rd,PointAddress, , ,"6767 Telephone Rd, Houston, Texas, 77061", , ,20, ,6767, , , , , , ,Telephone,Rd, , , , , , , , ,6767 Telephone Rd, , , , ,Houston, ,Harris County,Texas,TX, , ,77061,2056,USA,ENG,0,-95.2888824583,29.6633529987,-95.2874599655,29.6633529987,-95.2884599655,-95.2864599655,29.6623529987,29.6643529987, ,6767 TELEPHONE RD, , , ,HOUSTON, ,TX,77061, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912338,ORTIZ MIDDLE,REGULAR INSTRUCTIONAL, ,6767 TELEPHONE RD,HOUSTON,TX,77061-2056,6767 TELEPHONE RD,HOUSTON,TX,77061-2056,77061,(713) 845-5650,(713) 845-5646,mmarti62@houstonisd.org,www.houstonisd.org,MS MARLEN MARTINEZ,'06-08,1022,Active,36363,https://txschools.gov/schools/101912338/overview,cd322c45-87a9-4e0d-944b-aa711a479aaf,
4769,World,M,100,A,"6501 Bellaire Blvd, Houston, Texas, 77074","6501 Bellaire Blvd, Houston, TX, 77074, USA",6501 Bellaire Blvd,PointAddress, , ,"6501 Bellaire Blvd, Houston, Texas, 77074", , ,20, ,6501, , , , , , ,Bellaire,Blvd, , , , , , , , ,6501 Bellaire Blvd, , , , ,Houston, ,Harris County,Texas,TX, , ,77074,6428,USA,ENG,0,-95.4984788203,29.7052760933,-95.498472031,29.7044659824,-95.499472031,-95.497472031,29.7034659824,29.7054659824, ,6501 BELLAIRE BLVD, , , ,HOUSTON, ,TX,77074, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912340,LAS AMERICAS,ALTERNATIVE INSTRUCTIONAL, ,6501 BELLAIRE BLVD,HOUSTON,TX,77074-6428,6501 BELLAIRE BLVD,HOUSTON,TX,77074-6428,77074,(713) 773-5300,(713) 773-1503,mmoreno@houstonisd.org,www.houstonisd.org,MS MARIA D MORENO,'04-08,161,Active,36920,https://txschools.gov/schools/101912340/overview,c9cd78ee-56cf-4bdb-9938-562ab5d94b22,
4770,World,M,98.82,A,"6107 Bissonnet St, Houston, Texas, 77081","6107 Bissonnet St, Houston, TX, 77081, USA",6107 Bissonnet St,PointAddress, , ,"6107 Bissonnet St, Houston, Texas, 77081", , ,20, ,6107, , , , , , ,Bissonnet,St, , , , , , , , ,6107 Bissonnet St, , , , ,Houston, ,Harris County,Texas,TX, , ,77081,6807,USA,ENG,0,-95.4898328872,29.6963728358,-95.4893940107,29.695494999,-95.4903940107,-95.4883940107,29.694494999,29.696494999, ,6107 BISSONNET, , , ,HOUSTON, ,TX,77081, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912342,ENERGIZED FOR EXCELLENCE ACADEMY INC MIDDLE,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,6107 BISSONNET,HOUSTON,TX,77081-6807,6107 BISSONNET,HOUSTON,TX,77081-6807,77081,(713) 773-3600,(713) 773-3630,akho@houstonisd.org,www.houstonisd.org,MS ARLENE KHO,'06-08,622,Active,37095,https://txschools.gov/schools/101912342/overview,611b3ba8-ac4b-4522-8026-150f1ed8df84,
4771,World,M,98.82,A,"3601 Dunvale Rd, Houston, Texas, 77063","3601 Dunvale Rd, Houston, TX, 77063, USA",3601 Dunvale Rd,PointAddress, , ,"3601 Dunvale Rd, Houston, Texas, 77063", , ,20, ,3601, , , , , , ,Dunvale,Rd, , , , , , , , ,3601 Dunvale Rd, , , , ,Houston, ,Harris County,Texas,TX, , ,77063,5707,USA,ENG,0,-95.5139907894,29.7260323678,-95.5126770099,29.7260659792,-95.5136770099,-95.5116770099,29.7250659792,29.7270659792, ,3601 DUNVALE, , , ,HOUSTON, ,TX,77063, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912344,BRIARMEADOW CHARTER,REGULAR INSTRUCTIONAL, ,3601 DUNVALE,HOUSTON,TX,77063-5707,3601 DUNVALE,HOUSTON,TX,77063-5707,77063,(713) 458-5500,(713) 458-5506,BSUTTON@houstonisd.org,www.houstonisd.org,MS BRISHAUN SUTTON,'EE-08,584,Active,37117,https://txschools.gov/schools/101912344/overview,5b82fba5-8029-4de0-ad81-531b1a052199,
4772,World,M,100,A,"220 N Milby St, Houston, Texas, 77003","220 N Milby St, Houston, TX, 77003, USA",220 N Milby St,PointAddress, , ,"220 N Milby St, Houston, Texas, 77003", , ,20, ,220, , , , ,N, ,Milby,St, , , , , , , , ,220 N Milby St, , , , ,Houston, ,Harris County,Texas,TX, , ,77003,1933,USA,ENG,0,-95.3338545539,29.7522134938,-95.3335379694,29.7519720112,-95.3345379694,-95.3325379694,29.7509720112,29.7529720112, ,220 N MILBY ST, , , ,HOUSTON, ,TX,77003, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912345,EAST EARLY COLLEGE H S,REGULAR INSTRUCTIONAL, ,220 N MILBY ST,HOUSTON,TX,77003-2708,220 N MILBY ST,HOUSTON,TX,77003-2708,77003,(713) 847-4809,(713) 847-4813,SSQUARE@houstonisd.org,www.houstonisd.org,MS STEPHANIE SQUARE,'09-12,446,Active,38943,https://txschools.gov/schools/101912345/overview,ee7209e6-0257-47db-b479-9a30349fd9b5,
4773,World,M,98.82,A,"1810 Stuart St, Houston, Texas, 77004","1810 Stuart St, Houston, TX, 77004, USA",1810 Stuart St,PointAddress, , ,"1810 Stuart St, Houston, Texas, 77004", , ,20, ,1810, , , , , , ,Stuart,St, , , , , , , , ,1810 Stuart St, , , , ,Houston, ,Harris County,Texas,TX, , ,77004,3043,USA,ENG,0,-95.3702647031,29.7365229063,-95.370167976,29.7366679971,-95.371167976,-95.369167976,29.7356679971,29.7376679971, ,1810 STUART, , , ,HOUSTON, ,TX,77004, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912348,HOUSTON ACADEMY FOR INTERNATIONAL STUDIES,REGULAR INSTRUCTIONAL, ,1810 STUART,HOUSTON,TX,77004-3043,1810 STUART,HOUSTON,TX,77004-3043,77004,(713) 942-1430,(713) 942-1433,mjacobs1@houstonisd.org,www.houstonisd.org,MS MELISSA JACOBS,'09-12,499,Active,38825,https://txschools.gov/schools/101912348/overview,5fc130fa-6be9-4433-b2d6-851c86ef4fdd,
4774,World,M,98.82,A,"7419 Ashcroft Dr, Houston, Texas, 77081","7419 Ashcroft Dr, Houston, TX, 77081, USA",7419 Ashcroft Dr,PointAddress, , ,"7419 Ashcroft Dr, Houston, Texas, 77081", , ,20, ,7419, , , , , , ,Ashcroft,Dr, , , , , , , , ,7419 Ashcroft Dr, , , , ,Houston, ,Harris County,Texas,TX, , ,77081,6801,USA,ENG,0,-95.49075607,29.6977780199,-95.4902880245,29.697790006,-95.4912880245,-95.4892880245,29.696790006,29.698790006, ,7419 ASHCROFT, , , ,HOUSTON, ,TX,77081, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912350,ENERGIZED FOR EXCELLENCE ACADEMY ECC,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,7419 ASHCROFT,HOUSTON,TX,77081,7419 ASHCROFT,HOUSTON,TX,77081,77081,(281) 779-4412,(281) 779-4414,jcintron@houstonisd.org,www.houstonisd.org,MR JOSE CINTRON,'PK,265,Active,38288,https://txschools.gov/schools/101912350/overview,b5741c89-2204-4b5f-85d5-9ee34b47844d,
4775,World,M,98.84,A,"4425 N Shepherd Dr, Houston, Texas, 77018","4425 N Shepherd Dr, Houston, TX, 77018, USA",4425 N Shepherd Dr,PointAddress, , ,"4425 N Shepherd Dr, Houston, Texas, 77018", , ,20, ,4425, , , , ,N, ,Shepherd,Dr, , , , , , , , ,4425 N Shepherd Dr, , , , ,Houston, ,Harris County,Texas,TX, , ,77018,4507,USA,ENG,0,-95.4107474514,29.8298129858,-95.4117409584,29.8298129858,-95.4127409584,-95.4107409584,29.8288129858,29.8308129858, ,4425 N SHEPHERD, , , ,HOUSTON, ,TX,77018, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912351,HARPER DAEP,DAEP INSTRUCTIONAL, ,4425 N SHEPHERD,HOUSTON,TX,77018,4425 N SHEPHERD,HOUSTON,TX,77018,77018,(713) 802-4760,(713) 802-4768,rglass@houstonisd.org,www.houstonisd.org,MR RAYMOND G GLASS II,'06-12,16,Active,42961,https://txschools.gov/schools/101912351/overview,9613e46e-1e2f-42fe-b0f9-ad1f2083453f,
4776,World,M,98.84,A,"515 E Rittenhouse St, Houston, Texas, 77076","515 E Rittenhouse St, Houston, TX, 77076, USA",515 E Rittenhouse St,PointAddress, , ,"515 E Rittenhouse St, Houston, Texas, 77076", , ,20, ,515, , , , ,E, ,Rittenhouse,St, , , , , , , , ,515 E Rittenhouse St, , , , ,Houston, ,Harris County,Texas,TX, , ,77076,1607,USA,ENG,0,-95.3923408759,29.8643933236,-95.3923500122,29.8651679791,-95.3933500122,-95.3913500122,29.8641679791,29.8661679791, ,515 E RITTENHOUSE, , , ,HOUSTON, ,TX,77076, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912352,FARIAS EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL, ,515 E RITTENHOUSE,HOUSTON,TX,77076-1607,515 E RITTENHOUSE,HOUSTON,TX,77076-1607,77076,(713) 691-8730,(713) 691-8746,Maria.Solis2@houstonisd.org,www.houstonisd.org,MS MARIA NEVAREZ-SOLIS,'EE-PK,353,Active,38553,https://txschools.gov/schools/101912352/overview,a502a151-ef3a-4cdb-a635-c53a9e1d31ae,
4777,World,M,100,A,"5430 Hidalgo St, Houston, Texas, 77056","5430 Hidalgo St, Houston, TX, 77056, USA",5430 Hidalgo St,PointAddress, , ,"5430 Hidalgo St, Houston, Texas, 77056", , ,20, ,5430, , , , , , ,Hidalgo,St, , , , , , , , ,5430 Hidalgo St, , , , ,Houston, ,Harris County,Texas,TX, , ,77056,6211,USA,ENG,0,-95.4723876321,29.7353362384,-95.4723980257,29.7366149815,-95.4733980257,-95.4713980257,29.7356149815,29.7376149815, ,5430 HIDALGO ST, , , ,HOUSTON, ,TX,77056, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912353,SCHOOL AT ST GEORGE PLACE,REGULAR INSTRUCTIONAL, ,5430 HIDALGO ST,HOUSTON,TX,77056-6211,5430 HIDALGO ST,HOUSTON,TX,77056-6211,77056,(713) 625-1499,(713) 985-7455,smcclish@houstonisd.org,www.houstonisd.org,MR SEAN MCCLISH,'EE-05,753,Active,39315,https://txschools.gov/schools/101912353/overview,8d432f09-dc6e-472d-a7f6-d38542cdf47f,
